product_id,product_name,category_id,seller_id,supplier_id,brand,product_description,warranty_period,unit_price,stock_quantity
39650,Fenwick Furniture Essential,19,6685,1330,Fenwick,"High quality furniture from Fenwick, built for everyday reliability.",36.0,1907.25,835
39651,Statik Storage One,21,6837,718,Statik,,6.0,1832.96,1616
39652,Zentra Board Games Edition,45,4818,1394,Zentra,"High quality board games from Zentra, built for everyday reliability.",18.0,11.66,1104
39653,Kairo Makeup Prime,41,1229,516,Kairo,"High quality makeup from Kairo, built for everyday reliability.",6.0,1634.95,2717
39654,Northgate Bakery Studio,53,309,361,Northgate,"High quality bakery from Northgate, built for everyday reliability.",24.0,953.34,2765
39655,Alderwood Footwear Plus,26,7377,201,Alderwood,"High quality footwear from Alderwood, built for everyday reliability.",36.0,1130.03,4235
39656,Alto Tablets Elite,16,7507,573,,"High quality tablets from Alto, built for everyday reliability.",12.0,1214.81,58
39657,Statik Makeup Plus,41,2014,1173,,,18.0,1236.3,2426
39658,Novara Children's Books Flex,36,27,836,Novara,"High quality children's books from Novara, built for everyday reliability.",,1254.77,4171
39659,Vivex Footwear Flex,26,7684,467,Vivex,"High quality footwear from Vivex, built for everyday reliability.",12.0,27.63,1041
39660,Zentra Laptops One,12,1940,872,Zentra,"High quality laptops from Zentra, built for everyday reliability.",12.0,318.79,361
39661,Verdant Yoga Go,33,1633,1090,Verdant,"High quality yoga from Verdant, built for everyday reliability.",24.0,1866.66,122
39662,Beacon Dairy Mini,52,297,1373,Beacon,"High quality dairy from Beacon, built for everyday reliability.",36.0,1715.78,3207
39663,Crestview Accessories Studio,27,6210,696,Crestview,,6.0,1979.99,2272
39664,Novara Children's Books Plus,36,1790,319,Novara,"High quality children's books from Novara, built for everyday reliability.",36.0,1376.25,3415
39665,Kestrel Cleaning Supplies Classic,23,2613,1060,Kestrel,"High quality cleaning supplies from Kestrel, built for everyday reliability.",6.0,879.6,1740
39666,Alderwood Yoga Air,33,1342,964,Alderwood,"High quality yoga from Alderwood, built for everyday reliability.",24.0,1219.71,1729
39667,Pinehurst Beverages Classic,50,853,493,Pinehurst,"High quality beverages from Pinehurst, built for everyday reliability.",36.0,976.43,1087
39668,Trueform Organizers Studio,61,7214,212,Trueform,"High quality organizers from Trueform, built for everyday reliability.",36.0,440.7,861
39669,Kestrel Tools Plus,56,4891,1232,Kestrel,"High quality tools from Kestrel, built for everyday reliability.",6.0,1499.89,3048
39670,Verdant Grooming Ultra,43,4206,282,Verdant,"High quality grooming from Verdant, built for everyday reliability.",12.0,886.91,530
39671,Statik Educational Edition,48,891,602,Statik,"High quality educational from Statik, built for everyday reliability.",18.0,1798.38,2816
39672,Rosewood Lighting Edition,22,2824,1114,Rosewood,"High quality lighting from Rosewood, built for everyday reliability.",12.0,1090.95,995
39673,Marlowe Puzzles Studio,46,2211,543,,"High quality puzzles from Marlowe, built for everyday reliability.",36.0,1596.13,1324
39674,Marlowe Dairy 2.0,52,3097,675,Marlowe,"High quality dairy from Marlowe, built for everyday reliability.",36.0,117.25,853
39675,Beacon Women's Clothing Flex,25,7423,973,Beacon,,24.0,1943.21,22
39676,Alto Children's Books Essential,36,1939,1003,Alto,"High quality children's books from Alto, built for everyday reliability.",36.0,173.35,1374
39677,Halcyon Cookware Neo,18,2020,1001,Halcyon,"High quality cookware from Halcyon, built for everyday reliability.",6.0,1507.78,3881
39678,Rosewood Cameras Max,14,6571,6,Rosewood,"High quality cameras from Rosewood, built for everyday reliability.",36.0,682.44,1908
39679,Alderwood Action Figures Prime,44,4108,1422,Alderwood,"High quality action figures from Alderwood, built for everyday reliability.",6.0,845.37,4949
39680,Kairo Skincare Ultra,39,2464,261,Kairo,"High quality skincare from Kairo, built for everyday reliability.",12.0,889.81,4513
39681,Crestview Smartphones Plus,11,1505,319,Crestview,"High quality smartphones from Crestview, built for everyday reliability.",36.0,1654.05,3386
39682,Fenwick Cleaning Supplies Neo,23,2225,1096,Fenwick,"High quality cleaning supplies from Fenwick, built for everyday reliability.",36.0,776.68,2641
39683,Ironclad Printers Essential,59,256,13,Ironclad,"High quality printers from Ironclad, built for everyday reliability.",6.0,1315.57,3417
39684,Solace Cameras Go,14,541,159,Solace,"High quality cameras from Solace, built for everyday reliability.",6.0,1128.64,3966
39685,Northgate Staples Prime,51,6079,391,Northgate,"High quality staples from Northgate, built for everyday reliability.",12.0,804.09,4658
39686,Rosewood Motorbike Accessories Max,55,1426,95,Rosewood,"High quality motorbike accessories from Rosewood, built for everyday reliability.",,135.44,3305
39687,Fenwick Furniture Mini,60,2407,1058,Fenwick,"High quality furniture from Fenwick, built for everyday reliability.",24.0,1105.78,4085
39688,Halcyon Car Accessories Series X,54,2729,776,Halcyon,"High quality car accessories from Halcyon, built for everyday reliability.",,1544.68,92
39689,Brightline Dairy Edition,52,6814,1405,Brightline,"High quality dairy from Brightline, built for everyday reliability.",,1207.96,2788
39690,Pinehurst Accessories Studio,27,2074,664,Pinehurst,,18.0,1921.75,2169
39691,Rosewood Children's Books Flex,36,5641,893,Rosewood,"High quality children's books from Rosewood, built for everyday reliability.",12.0,164.81,1656
39692,Cascadia Cameras Flex,14,561,1083,Cascadia,"High quality cameras from Cascadia, built for everyday reliability.",18.0,442.26,1943
39693,Marlowe Organizers Essential,61,5486,981,,"High quality organizers from Marlowe, built for everyday reliability.",18.0,710.54,1886
39694,Rosewood Cleaning Supplies Edition,23,647,646,Rosewood,,6.0,1583.33,2646
39695,Marlowe Televisions Neo,15,7811,140,Marlowe,"High quality televisions from Marlowe, built for everyday reliability.",18.0,1112.4,887
39696,Kairo Camping Gear 2.0,30,5916,90,Kairo,"High quality camping gear from Kairo, built for everyday reliability.",12.0,1176.15,1590
39697,Beacon Bakery 2.0,53,10,115,Beacon,"High quality bakery from Beacon, built for everyday reliability.",36.0,1751.44,4810
39698,Brightline Beverages Edition,50,1894,1408,Brightline,"High quality beverages from Brightline, built for everyday reliability.",6.0,1161.37,120
39699,Trueform Action Figures Classic,44,7229,676,Trueform,"High quality action figures from Trueform, built for everyday reliability.",12.0,435.98,1006
39700,Marlowe Action Figures Lite,44,6694,863,Marlowe,"High quality action figures from Marlowe, built for everyday reliability.",6.0,1050.36,3221
39701,Kestrel Camping Gear Go,30,2013,1159,Kestrel,,6.0,639.08,27
39702,Alto Storage Classic,21,1709,676,Alto,"High quality storage from Alto, built for everyday reliability.",36.0,1623.15,4216
39703,Beacon Yoga Flex,33,653,754,Beacon,"High quality yoga from Beacon, built for everyday reliability.",12.0,1198.13,1156
39704,Alto Children's Books Elite,36,985,607,Alto,"High quality children's books from Alto, built for everyday reliability.",36.0,748.61,1112
39705,Zentra Fiction Flex,34,5633,865,Zentra,"High quality fiction from Zentra, built for everyday reliability.",36.0,1583.39,700
39706,Willowmere Educational Mini,48,7243,645,Willowmere,"High quality educational from Willowmere, built for everyday reliability.",6.0,744.95,3573
39707,Trueform Furniture Studio,19,5173,365,Trueform,"High quality furniture from Trueform, built for everyday reliability.",36.0,262.15,2732
39708,Halcyon Headphones Edition,13,2725,1122,Halcyon,"High quality headphones from Halcyon, built for everyday reliability.",18.0,58.02,1150
39709,Crestview Comics Pro,37,6303,330,Crestview,"High quality comics from Crestview, built for everyday reliability.",36.0,1475.57,1039
39710,Alderwood Fiction One,34,3512,1493,Alderwood,"High quality fiction from Alderwood, built for everyday reliability.",,435.52,4335
39711,Verdant Makeup Series X,41,3448,1168,Verdant,"High quality makeup from Verdant, built for everyday reliability.",6.0,43.24,2869
39712,Rosewood Comics Edition,37,5709,312,Rosewood,"High quality comics from Rosewood, built for everyday reliability.",36.0,741.85,2943
39713,Cascadia Haircare Max,40,2067,1209,,"High quality haircare from Cascadia, built for everyday reliability.",12.0,1409.95,2574
39714,Statik Beverages Prime,50,57,807,Statik,"High quality beverages from Statik, built for everyday reliability.",24.0,510.71,1291
39715,Vivex Footwear One,26,3460,140,Vivex,,,361.4,1473
39716,Alderwood Fitness Equipment Go,29,184,683,Alderwood,"High quality fitness equipment from Alderwood, built for everyday reliability.",24.0,445.14,3552
39717,Crestview Cameras Core,14,448,205,Crestview,"High quality cameras from Crestview, built for everyday reliability.",6.0,422.04,852
39718,Kestrel Staples Prime,51,7724,1080,Kestrel,"High quality staples from Kestrel, built for everyday reliability.",6.0,787.6,2821
39719,Ironclad Fiction One,34,4811,975,Ironclad,"High quality fiction from Ironclad, built for everyday reliability.",18.0,767.11,777
39720,Rosewood Lighting Plus,22,6726,1051,Rosewood,"High quality lighting from Rosewood, built for everyday reliability.",18.0,1982.39,881
39721,Nordwell Footwear Elite,26,5393,605,Nordwell,"High quality footwear from Nordwell, built for everyday reliability.",18.0,251.07,2847
39722,Vivex Tools Core,56,7180,195,Vivex,"High quality tools from Vivex, built for everyday reliability.",6.0,1474.92,4001
39723,Nordwell Bakery Edition,53,1697,1292,Nordwell,"High quality bakery from Nordwell, built for everyday reliability.",6.0,1360.8,3401
39724,Crestview Organizers Neo,61,1594,1255,Crestview,"High quality organizers from Crestview, built for everyday reliability.",12.0,52.47,4422
39725,Halcyon Cameras Air,14,3568,1340,Halcyon,"High quality cameras from Halcyon, built for everyday reliability.",18.0,1186.77,1646
39726,Trueform Men's Clothing Go,24,1657,597,Trueform,"High quality men's clothing from Trueform, built for everyday reliability.",6.0,726.76,3924
39727,Kairo Laptops Go,12,3251,572,Kairo,"High quality laptops from Kairo, built for everyday reliability.",36.0,728.44,700
39728,Rosewood Academic Elite,38,3529,71,Rosewood,"High quality academic from Rosewood, built for everyday reliability.",36.0,1025.81,1967
39729,Willowmere Women's Clothing 2.0,25,3881,266,Willowmere,"High quality women's clothing from Willowmere, built for everyday reliability.",,121.87,483
39730,Fenwick Staples Elite,51,931,187,Fenwick,"High quality staples from Fenwick, built for everyday reliability.",12.0,1828.56,4383
39731,Kestrel Academic Ultra,38,2544,1081,Kestrel,"High quality academic from Kestrel, built for everyday reliability.",18.0,1007.82,3178
39732,Solace Furniture Core,60,2701,240,Solace,"High quality furniture from Solace, built for everyday reliability.",,788.65,3272
39733,Fenwick Fragrances Lite,42,1550,340,,"High quality fragrances from Fenwick, built for everyday reliability.",,1515.29,2319
39734,Verdant Children's Books Essential,36,4806,850,Verdant,"High quality children's books from Verdant, built for everyday reliability.",24.0,202.42,4861
39735,Halcyon Cycling Elite,31,5241,1422,Halcyon,,36.0,489.34,2702
39736,Nordwell Comics Edition,37,6881,594,Nordwell,"High quality comics from Nordwell, built for everyday reliability.",36.0,1212.34,3137
39737,Northgate Puzzles Neo,46,678,466,Northgate,,24.0,137.83,917
39738,Verdant Tyres & Wheels Edition,57,800,1231,,"High quality tyres & wheels from Verdant, built for everyday reliability.",6.0,587.42,2461
39739,Zentra Staples 2.0,51,7974,653,Zentra,"High quality staples from Zentra, built for everyday reliability.",18.0,827.47,313
39740,Trueform Stationery Prime,58,3889,72,Trueform,"High quality stationery from Trueform, built for everyday reliability.",6.0,1384.76,4810
39741,Alderwood Cameras Lite,14,4425,1402,Alderwood,"High quality cameras from Alderwood, built for everyday reliability.",36.0,869.33,4637
39742,Trueform Televisions Mini,15,2176,484,Trueform,"High quality televisions from Trueform, built for everyday reliability.",18.0,595.27,623
39743,Willowmere Fiction Plus,34,6658,654,Willowmere,"High quality fiction from Willowmere, built for everyday reliability.",24.0,158.99,3354
39744,Halcyon Furniture Elite,60,4108,225,Halcyon,,,607.83,1490
39745,Brightline Smartwatches Elite,17,5359,253,Brightline,"High quality smartwatches from Brightline, built for everyday reliability.",12.0,1492.38,3038
39746,Lumen Printers Plus,59,915,491,,"High quality printers from Lumen, built for everyday reliability.",24.0,1799.0,1590
39747,Solace Smartphones One,11,4464,604,Solace,"High quality smartphones from Solace, built for everyday reliability.",6.0,100.3,1127
39748,Fenwick Educational Ultra,48,6235,951,Fenwick,"High quality educational from Fenwick, built for everyday reliability.",18.0,1560.12,2020
39749,Crestview Tyres & Wheels Studio,57,3307,1059,Crestview,,24.0,352.95,1570
39750,Trueform Skincare Mini,39,4694,1143,Trueform,"High quality skincare from Trueform, built for everyday reliability.",6.0,1275.27,54
39751,Novara Televisions Core,15,841,71,Novara,"High quality televisions from Novara, built for everyday reliability.",24.0,1760.29,323
39752,Beacon Children's Books Go,36,7546,1449,Beacon,"High quality children's books from Beacon, built for everyday reliability.",36.0,859.23,4772
39753,Northgate Cookware One,18,53,669,Northgate,"High quality cookware from Northgate, built for everyday reliability.",6.0,1384.54,1085
39754,Alderwood Makeup Mini,41,7589,814,Alderwood,"High quality makeup from Alderwood, built for everyday reliability.",36.0,424.99,879
39755,Kairo Women's Clothing Essential,25,2971,273,Kairo,,,1391.86,2489
39756,Alderwood Educational Mini,48,574,1461,Alderwood,"High quality educational from Alderwood, built for everyday reliability.",18.0,1438.75,3584
39757,Ironclad Non-Fiction Prime,35,2706,1326,Ironclad,"High quality non-fiction from Ironclad, built for everyday reliability.",,1867.96,1188
39758,Novara Headphones 2.0,13,530,237,Novara,"High quality headphones from Novara, built for everyday reliability.",36.0,1001.12,981
39759,Kestrel Bedding Studio,20,7481,933,Kestrel,"High quality bedding from Kestrel, built for everyday reliability.",12.0,1868.07,2339
39760,Kairo Accessories Mini,27,5167,1165,Kairo,"High quality accessories from Kairo, built for everyday reliability.",24.0,1935.29,12
39761,Novara Snacks Elite,49,134,18,,"High quality snacks from Novara, built for everyday reliability.",,1390.84,3955
